ID,dataset,diversity,moral,market,innovation,ethnic_cultural,gender,sexual_ori,age,ability,religion,text
x1347215318385631237,1,Yes,Yes,No,No,Yes,No,No,No,No,No,"We condemn racism and are committed to #diversity and social #justice across RELX. Discover how we are working to drive lasting change, both within our business and in the communities where we live and work globally: https://t.co/Q7fhe42KIs #DiversityAndI"
x1397485158840872960,1,Yes,No,No,No,No,No,No,No,No,No,"How do you meaningfully advance #inclusion &amp; #diversity? Listen to our #podcast episode where Kumsal Bayazit, @ElsevierConnect's first female CEO in its history, speaks about her insights into building trust &amp; creating an inclusive mindset. https:"
16,3,Yes,No,No,No,No,No,No,No,No,No,"Unity in diversity was the theme of this Walls of Connection project in Yogyakarta, Indonesia. Over 200 students from the local art institute worked on this series of colorful murals alongside MasterPeace #LetsColour #WallsofConnection #HumanCities http:/"
90,3,Yes,Yes,No,No,No,Yes,No,No,No,No,"Roles are meant for individuals and not genders. At #TataSteel, we are proud to be a diverse & inclusive community of talented individuals where gender is no bar. Echoing #EachForEqual, we reiterate our belief in the potential and exemplary work done by b"
42,3,Yes,Yes,No,No,Yes,Yes,No,No,No,No,"We’re saying no to normal. Removing the word from every ad, every product and every piece of packaging across our beauty and personal care brands. It’s one step we’re taking as part of our new Positive Beauty strategy. A new vision of beauty that seeks to"
41,3,Yes,No,No,No,No,No,Yes,No,No,No,"This year we're celebrating 25 years of Unity, our LGBT+ inclusion network. When it was founded back in 1995, the network was one of the first of its kind. Moriaki Kida, our Unity global leader, reflects on this important milestone #ProudToBelong #BetterW"
59,3,Yes,No,No,No,No,No,No,No,No,No,Our colleague Kendra Surbano from ING Philippines always knew she was different. And we accept her for who she is. Read her story: https://www.ing.jobs/Global/Careers/Diversity-and-inclusion/blog/Accepted-as-I-am.htm #diversity #inclusion
77,3,Yes,No,Yes,No,No,No,No,No,No,No,We're proud to celebrate our 747 diverse new partners around the world who are supporting our clients and high-performing teams. Congratulations on this incredible achievement! #BetterWorkingWorld http://spr.ly/6185DqRJc::https://www.ey.com/gl/en/newsroo
39,3,Yes,Yes,No,No,No,No,Yes,No,No,No,"Happy #Pride Month! At KPMG we celebrate the diversity of our people, and we’re a proud supporter of our LGBTQ+ community around the world. This Pride we’re focusing on the power of allyship and the positive impact that it can have. Show your appreciation"
43,3,Yes,No,No,No,No,Yes,No,No,No,No,"We’re proud to share the news that Unilever and Dove are runners-up in the British Vogue Beauty Awards 2020. 🐭 Unilever is a runner-up in the Lifetime Achievement Sustainability/Animal Awareness category for our work to develop, use and increase adoption"
102,3,Yes,No,No,No,No,No,Yes,No,No,No,"In our commitment to diversity, Arcadis participated in Pride Amsterdam this weekend for the 3rd year in a row, represented by our CEO Peter Oosterveer and other colleagues from around the world. The theme “remember the past, create the future” we depicte"
113,3,Yes,No,No,No,No,Yes,No,No,No,No,"New research has shown that the world’s largest family business are far ahead of their non-family business peers in valuing gender diversity at all levels of the enterprise — from ownership, the boardroom and C-suite to every tier of the business. Read Jo"
66,3,Yes,No,Yes,No,No,No,No,No,No,No,"We're very proud to announce our sponsorship & support of the Official Lions Rugby tour to New Zealand in 2017. ""The Lions embodies what EY brings to its clients – a range of diverse experience and character that, together with the right strategy and anal"
109,3,Yes,Yes,No,No,No,No,Yes,No,No,No,"""We are proud to feature amongst the IWEI 2020 Top Employers for LGBT+ inclusion. This recognition reaffirms our commitment to foster a culture of allyship to actively promote LGBTQ+ empowerment and build a benchmark workplace.” - Atrayee S Sanyal, Vice P"
48,3,Yes,No,No,No,No,No,No,No,Yes,No,"Today is International Day of Persons with Disabilities, a day of focus on disability inclusion. Our Global Chairman and CEO Carmine Di Sibio had a conversation with Caroline Casey, Founder of The Valuable 500 about the importance of ensuring inclusion fo"
6,3,Yes,Yes,No,No,No,No,Yes,No,No,No,"At IKEA, everyone is welcome. We believe each of our co-workers has the right to bring their entire self to work and believe this creates a more open and accepting work environment. We see LGBT+ inclusion as everyone’s responsibility. https://bit.ly/37xgA"
71,3,Yes,Yes,No,No,Yes,No,No,No,No,No,Wolters Kluwer supports diversity and equality globally. We stand together with those who are committed to making positive change in this world. #blackouttuesday http://ow.ly/uOOR50zWVHc::https://wolterskluwer.com/company/about-us/diversity-matters.html
5,3,Yes,Yes,No,No,No,No,Yes,No,No,No,We’ve updated our report ‘Making it real – globally’ to help support the advancement of LGBT diversity and inclusion for companies across the world: https://go.ey.com/2h3XDcJ
133,3,Yes,No,No,No,No,Yes,No,No,No,No,"Aukje Doornbos, Business Unit Director at DSM Functional Materials, talking about gender diversity. Interested to join the #diversity dialogue? Visit > http://bit.ly/DSMGenderdiversity::https://www.dsm.com/corporate/careers/trending-topics/gender-diversi"
84,3,Yes,No,No,No,No,Yes,Yes,No,No,No,"As part of Mosaic, Diversity & Inclusion initiative, we are in the process of drafting a policy paper & a road-map to have 25% workforce from diverse group including women and the #LGBT community by 2020. http://bit.ly/TataSteelLGBT"
23,3,Yes,Yes,No,No,No,No,Yes,No,No,No,"The month of June marks WorldPride 2019. A moment for advocacy, activism and support for the LGBT+ community. Diversity & inclusion are essential elements of our culture, and a fundamental part is ensuring that our #LGBT people across the world feel that "
78,3,Yes,No,Yes,No,No,Yes,No,No,No,No,Congratulations to all 830 new EY partners across the globe. This is the largest ever cohort of new partners and 34% are women which is the highest percentage ever. Audit represents 26% of this year’s new partner class and emerging markets represent nearl
24,3,Yes,No,No,No,No,Yes,No,No,No,No,"Join us in celebrating International Women's Day live from The Town Hall in New York City hosted by Summer Sanders, Olympic champion and TV personality. Featuring: Steve Howe, EY US Chairman and Americas Managing Partner Tiffany Dufu, Author of Drop the B"
46,3,Yes,No,No,No,No,No,No,No,No,No,We at Tata Steel understand the importance of building a bond between a parent and a child. New parents can spend time with their offspring by opting for our new-born parent leave benefit that is a part of our inclusion policy for employees. #TataSteel #W
51,3,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,Creating a diverse and sustainable life on this planet is perhaps the most effective antidote to the vulnerability of the human race. Our efforts to transform barren lands into lush green habitats for flora and fauna will enable a better #TomorrowForEvery
17,3,Yes,No,No,No,No,No,No,No,No,No,"Today we announce that Carmine Di Sibio has been selected as our next Global Chairman and CEO, effective 1 July 2019. Mark Weinberger our current Global Chairman and CEO had this to say: Carmine is an outstanding and inclusive leader. He understands the i"
33,3,Yes,Yes,No,No,No,Yes,No,No,No,No,"We believe in promoting a workplace that celebrates diversity and inclusion. Leading the way in the large-size company and manufacturing segment, we have introduced 'Menstrual Leave' for our women workforce. A progressive employee welfare measure, it focu"
87,3,Yes,No,No,No,No,No,No,No,No,No,"● Climate ● Education ● Equality & inclusion ● Food & nutrition ● Nature ● Plastic & waste ● Water, health & hygiene As a business, we’re driving systemic change on these issues. And everyone can do their bit to help. #TakeActionMakeChange https://www.uni"
10,3,Yes,Yes,No,No,No,No,Yes,No,No,No,At IKEA we embrace diversity. We invite all IKEA co-workers to show their support for the rights of people of all sexual orientations and gender identities. #IDAHOT #IDAHOTB
118,3,Yes,Yes,No,No,No,No,No,No,Yes,No,"How can giving back move communities forward? The Global Share Services Finance and Accounting team corporate responsibility activities in India are finalists for an EY Better begins with you award, here’s their story. #BetterWorkingWorld The GSS F&A Indi"
62,3,Yes,No,Yes,No,No,Yes,No,No,No,No,Tata Steel has achieved yet another milestone in its pursuit of promoting gender diversity by deploying the first batch of 16 women heavy earth moving machinery operators in its coal mine at West Bokaro division. Our flagship Women@Mines programme will fu
115,3,Yes,No,No,No,No,No,No,No,Yes,No,"We believe that disability may be triggered by impairment, but it is more attributable to attitudinal and environmental barriers. We have been proactively addressing disability inclusion as our focused agenda through the D&I programme 'MOSAIC', job-mappin"
53,3,Yes,Yes,No,No,No,No,Yes,No,No,No,"Today is the International Day Against Homophobia, Transphobia and Biphobia, a day to come forward in support of friends, family members, and community members. At IKEA, we believe in building a world where everyone feels at home, both inside and outside "
119,3,Yes,No,No,No,No,No,No,No,No,No,"We've launched our first Global Inclusion and Diversity Report, bringing to life our global commitment to drive change https://social.kpmg/k98fz #futureisinclusive"
37,3,Yes,No,No,Yes,No,No,No,No,No,No,"Our employees are our biggest asset and this has driven us to be pioneers in employee welfare and organisational excellence. Putting our employees first each time, our workplace nurtures aspirations, openness, talent, diversity, inclusivity, innovation an"
104,3,Yes,No,No,No,No,No,Yes,No,No,No,"Diversity in business matters: Five EY people named on the OUTstanding and FT Top 100 of Leading LGBT & Ally Executives list: Beth Brooke-Marciniak, EY Global Vice Chair – Public Policy, and Liz Bingham OBE, Partner EY UK & Ireland, again featured in Top "
144,3,Yes,No,No,No,No,Yes,No,No,No,No,‘Tejaswini 2.0’ has been designed to provide technical training to women in rural areas. The initiative is aimed at enabling their eligibility for core jobs at mines. We are also the first company in the country to deploy women in all shifts in mining ope
15,3,Yes,No,No,No,No,No,No,No,No,No,I am committed to ensuring we work with more people from diverse communities. I am Unilever. #HealthySocietyForAll *This film features Unilever employees and was shot with local crews following our Covid 19 safe guidelines. https://www.unilever.com/news/n
x1439847131989250049,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Six years after Filipino typhoon survivors, civil society groups filed the world’s first Human Rights and Climate Justice Inquiry, experts and activists will come together to continue to demand accountability._x000D_
_x000D_
Join us on Sept. 22 (Wed), 2pm"
x1379421846462988288,2,Yes,Yes,No,No,No,Yes,No,No,No,No,"Join us in celebrating a decade of @gendersummit - let's make gender equality in research and innovation the norm for sustainable positive change! _x000D_
_x000D_
Read more at https://t.co/Ox3PR4Qe7z https://t.co/unWu7TrxKR"
x1235928616384557056,2,Yes,Yes,No,No,No,No,No,No,No,No,The future is equal. The future is together. The future is inclusive. https://t.co/Jj8rmRgRmI #IWD2020 #eachforequal https://t.co/wiLVB1BA67
x1069683091520741376,2,Yes,No,No,No,No,No,No,No,No,No,"Meet Peter, Shane and Lucas - some of our extraordinary people. Check out their inspiring stories here: https://t.co/v8DnEhyWVG #futureisinclusive #IDPWD2018 https://t.co/khtNZYfmga"
x1189567818339094531,2,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Co-designed with people living with learning disabilities, #VodafoneBusinessVentures and @mencap_charity's #ConnectedLiving project aims to support people with learning disabilities in leading more independent lives through 'Internet of Things' enabled de"
x1413162323766820869,2,Yes,No,No,No,No,Yes,No,No,No,No,Experts interviewed for ‘Gender in the Portugal Research Arena’ analytical report talk about their country’s best practices and lessons learned. #genderequality #research #elsevier #Portugal https://t.co/Lyi7OdVqXK
6556,4,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Unconscious bias is hard to spot and even harder to beat. Our Global Vice Chair for Public Policy, Beth Brooke-Marciniak, called it out when she saw it. What happened next was amazing!"
5968,4,Yes,No,No,No,Yes,No,No,No,No,Yes,"At #TataSteel, we embody diversity & inclusion in the very fabric of our culture. Together, let's celebrate every hue of Holi! #HappyHoli #Holi2020"
9245,4,Yes,No,No,No,No,Yes,No,No,No,No,Happy International Women’s Day! What does balance mean to you? We asked fellow Arcadians what it means to them. At Arcadis we support a diverse and inclusive culture that allows our people to bring their best selves to work. #IWD2019 #BalanceforBetter #I
8838,4,Yes,Yes,No,No,No,Yes,No,No,No,No,A recent study has found that it will be 81 years before women achieve economic equality if we don't start making changes. CEO Mark Weinberger takes us through what we can do today to help bridge the gender gap. #BetterWorkingWorld
